"ensembl_transcript_id","symbol","exp","chromosome_name","ensembl_gene_id","external_gene_name","transcript_length","gene_biotype","transcript_biotype","num_exons"
"ENST00000225504","SUPT4H1-201","Upregulated","17","ENSG00000213246","SUPT4H1",1488,"protein_coding","protein_coding",5
"ENST00000225525","TAX1BP3-201","Upregulated","17","ENSG00000213977","TAX1BP3",1280,"protein_coding","protein_coding",4
"ENST00000225577","RPS6KB1-201","Downregulated","17","ENSG00000108443","RPS6KB1",5428,"protein_coding","protein_coding",15
"ENST00000225609","PIGL-201","Upregulated","17","ENSG00000108474","PIGL",1289,"protein_coding","protein_coding",7
"ENST00000225614","GALK1-201","Upregulated","17","ENSG00000108479","GALK1",1445,"protein_coding","protein_coding",9
"ENST00000225655","PFN1-201","Upregulated","17","ENSG00000108518","PFN1",807,"protein_coding","protein_coding",3
"ENST00000225665","SLC25A11-201","Upregulated","17","ENSG00000108528","SLC25A11",1692,"protein_coding","protein_coding",8
"ENST00000225698","C1QBP-201","Upregulated","17","ENSG00000108561","C1QBP",1169,"protein_coding","protein_coding",6
"ENST00000225726","CCDC47-201","Downregulated","17","ENSG00000108588","CCDC47",3283,"protein_coding","protein_coding",13
"ENST00000225729","DRG2-201","Upregulated","17","ENSG00000108591","DRG2",1900,"protein_coding","protein_coding",13
"ENST00000225777","SYNGR2-201","Upregulated","17","ENSG00000108639","SYNGR2",1495,"protein_coding","protein_coding",4
"ENST00000225831","CCL2-201","Downregulated","17","ENSG00000108691","CCL2",741,"protein_coding","protein_coding",3
"ENST00000225873","PEX12-201","Downregulated","17","ENSG00000108733","PEX12",2617,"protein_coding","protein_coding",3
"ENST00000225964","COL1A1-201","Downregulated","17","ENSG00000108821","COL1A1",5914,"protein_coding","protein_coding",51
"ENST00000225969","MRPL27-201","Upregulated","17","ENSG00000108826","MRPL27",686,"protein_coding","protein_coding",4
"ENST00000226105","RANGRF-201","Upregulated","17","ENSG00000108961","RANGRF",831,"protein_coding","protein_coding",5
"ENST00000226218","VTN-201","Downregulated","17","ENSG00000109072","VTN",1626,"protein_coding","protein_coding",8
"ENST00000226225","TNFAIP1-201","Downregulated","17","ENSG00000109079","TNFAIP1",3570,"protein_coding","protein_coding",7
"ENST00000226230","TMEM97-201","Upregulated","17","ENSG00000109084","TMEM97",2463,"protein_coding","protein_coding",3
"ENST00000226317","CXCL6-201","Downregulated","4","ENSG00000124875","CXCL6",1537,"protein_coding","protein_coding",4
"ENST00000226524","PF4V1-201","Downregulated","4","ENSG00000109272","PF4V1",743,"protein_coding","protein_coding",3
"ENST00000227214","PLEKHB1-201","Upregulated","11","ENSG00000021300","PLEKHB1",2016,"protein_coding","protein_coding",7
"ENST00000227322","ZPR1-201","Upregulated","11","ENSG00000109917","ZPR1",6539,"protein_coding","protein_coding",14
"ENST00000227507","CCND1-201","Upregulated","11","ENSG00000110092","CCND1",4238,"protein_coding","protein_coding",5
"ENST00000227520","CCDC86-201","Upregulated","11","ENSG00000110104","CCDC86",1851,"protein_coding","protein_coding",4
"ENST00000228306","RPLP0-201","Upregulated","12","ENSG00000089157","RPLP0",1257,"protein_coding","protein_coding",8
"ENST00000228438","CLEC2B-201","Downregulated","12","ENSG00000110852","CLEC2B",1533,"protein_coding","protein_coding",5
"ENST00000228534","IL23A-201","Upregulated","12","ENSG00000110944","IL23A",1037,"protein_coding","protein_coding",4
"ENST00000228741","ELK3-201","Downregulated","12","ENSG00000111145","ELK3",4201,"protein_coding","protein_coding",5
"ENST00000228799","ITFG2-201","Upregulated","12","ENSG00000111203","ITFG2",2320,"protein_coding","protein_coding",12
"ENST00000228865","CREBL2-201","Upregulated","12","ENSG00000111269","CREBL2",3770,"protein_coding","protein_coding",4
"ENST00000228872","CDKN1B-201","Upregulated","12","ENSG00000111276","CDKN1B",2411,"protein_coding","protein_coding",3
"ENST00000228916","SCNN1A-201","Upregulated","12","ENSG00000111319","SCNN1A",3149,"protein_coding","protein_coding",13
"ENST00000228918","LTBR-201","Upregulated","12","ENSG00000111321","LTBR",2134,"protein_coding","protein_coding",10
"ENST00000228922","OGFOD2-201","Upregulated","12","ENSG00000111325","OGFOD2",1757,"protein_coding","protein_coding",7
"ENST00000229238","MRPL51-201","Upregulated","12","ENSG00000111639","MRPL51",898,"protein_coding","protein_coding",3
"ENST00000229239","GAPDH-201","Upregulated","12","ENSG00000111640","GAPDH",1285,"protein_coding","protein_coding",9
"ENST00000229270","TPI1-201","Upregulated","12","ENSG00000111669","TPI1",1763,"protein_coding","protein_coding",7
"ENST00000229281","C12orf57-201","Upregulated","12","ENSG00000111678","C12orf57",561,"protein_coding","protein_coding",3
"ENST00000229304","APOBEC1-201","Upregulated","12","ENSG00000111701","APOBEC1",894,"protein_coding","protein_coding",5
"ENST00000229314","GOLT1B-201","Upregulated","12","ENSG00000111711","GOLT1B",3253,"protein_coding","protein_coding",5
"ENST00000229328","PRKAB1-201","Upregulated","12","ENSG00000111725","PRKAB1",2219,"protein_coding","protein_coding",7
"ENST00000229329","CMAS-201","Upregulated","12","ENSG00000111726","CMAS",1748,"protein_coding","protein_coding",8
"ENST00000229379","COX6A1-201","Upregulated","12","ENSG00000111775","COX6A1",537,"protein_coding","protein_coding",3
"ENST00000229570","SMIM8-201","Upregulated","6","ENSG00000111850","SMIM8",2405,"protein_coding","protein_coding",3
"ENST00000229708","ULBP1-201","Downregulated","6","ENSG00000111981","ULBP1",3211,"protein_coding","protein_coding",5
"ENST00000230048","ACOT13-201","Downregulated","6","ENSG00000112304","ACOT13",4041,"protein_coding","protein_coding",3
"ENST00000230050","RPS12-201","Upregulated","6","ENSG00000112306","RPS12",503,"protein_coding","protein_coding",6
"ENST00000230056","GMNN-201","Downregulated","6","ENSG00000112312","GMNN",1263,"protein_coding","protein_coding",7
"ENST00000230413","MRPL2-201","Upregulated","6","ENSG00000112651","MRPL2",899,"protein_coding","protein_coding",6
"ENST00000230461","TMEM30A-201","Downregulated","6","ENSG00000112697","TMEM30A",4418,"protein_coding","protein_coding",7
"ENST00000230895","DAP-201","Downregulated","5","ENSG00000112977","DAP",2301,"protein_coding","protein_coding",4
"ENST00000230990","HBEGF-201","Downregulated","5","ENSG00000113070","HBEGF",2358,"protein_coding","protein_coding",6
"ENST00000231004","LOX-201","Downregulated","5","ENSG00000113083","LOX",5076,"protein_coding","protein_coding",7
"ENST00000231134","PCDHB5-201","Downregulated","5","ENSG00000113209","PCDHB5",3410,"protein_coding","protein_coding",1
"ENST00000231173","PCDHB15-201","Downregulated","5","ENSG00000113248","PCDHB15",3971,"protein_coding","protein_coding",1
"ENST00000231198","THG1L-201","Upregulated","5","ENSG00000113272","THG1L",2885,"protein_coding","protein_coding",6
"ENST00000231238","TTC1-201","Downregulated","5","ENSG00000113312","TTC1",1441,"protein_coding","protein_coding",8
"ENST00000231572","RARS1-201","Downregulated","5","ENSG00000113643","RARS1",2122,"protein_coding","protein_coding",15
"ENST00000231749","ZMYND10-201","Upregulated","3","ENSG00000004838","ZMYND10",1774,"protein_coding","protein_coding",12
"ENST00000231887","EHHADH-201","Downregulated","3","ENSG00000113790","EHHADH",3801,"protein_coding","protein_coding",7
"ENST00000232375","PFKFB4-201","Downregulated","3","ENSG00000114268","PFKFB4",3499,"protein_coding","protein_coding",14
"ENST00000232508","CYB561D2-201","Upregulated","3","ENSG00000114395","CYB561D2",1225,"protein_coding","protein_coding",4
"ENST00000232564","GNB4-201","Downregulated","3","ENSG00000114450","GNB4",6315,"protein_coding","protein_coding",10
"ENST00000232744","ABTB1-201","Upregulated","3","ENSG00000114626","ABTB1",1962,"protein_coding","protein_coding",12
"ENST00000232888","RRP9-201","Upregulated","3","ENSG00000114767","RRP9",1542,"protein_coding","protein_coding",15
"ENST00000232975","TNNC1-201","Upregulated","3","ENSG00000114854","TNNC1",687,"protein_coding","protein_coding",6
"ENST00000233057","EIF2AK2-201","Downregulated","2","ENSG00000055332","EIF2AK2",9975,"protein_coding","protein_coding",17
"ENST00000233121","MAPRE3-201","Downregulated","2","ENSG00000084764","MAPRE3",1890,"protein_coding","protein_coding",7
"ENST00000233143","TMSB10-201","Upregulated","2","ENSG00000034510","TMSB10",461,"protein_coding","protein_coding",3
"ENST00000233156","TFPI-201","Downregulated","2","ENSG00000003436","TFPI",3859,"protein_coding","protein_coding",8
"ENST00000233330","RTKN-201","Downregulated","2","ENSG00000114993","RTKN",2220,"protein_coding","protein_coding",12
"ENST00000233379","FAHD2A-201","Upregulated","2","ENSG00000115042","FAHD2A",4775,"protein_coding","protein_coding",8
"ENST00000233575","SNX17-201","Upregulated","2","ENSG00000115234","SNX17",2357,"protein_coding","protein_coding",15
"ENST00000233596","REEP6-201","Upregulated","19","ENSG00000115255","REEP6",1360,"protein_coding","protein_coding",5
"ENST00000233615","WBP1-201","Upregulated","2","ENSG00000239779","WBP1",1175,"protein_coding","protein_coding",4
"ENST00000233627","NDUFS7-201","Upregulated","19","ENSG00000115286","NDUFS7",758,"protein_coding","protein_coding",8
"ENST00000233668","DOK1-201","Upregulated","2","ENSG00000115325","DOK1",1918,"protein_coding","protein_coding",5
"ENST00000233699","POLE4-201","Downregulated","2","ENSG00000115350","POLE4",602,"protein_coding","protein_coding_CDS_not_defined",5
"ENST00000234038","PPP1R7-201","Upregulated","2","ENSG00000115685","PPP1R7",1941,"protein_coding","protein_coding",10
"ENST00000234301","COX7A2L-201","Upregulated","2","ENSG00000115944","COX7A2L",2282,"protein_coding","protein_coding",3
"ENST00000234677","SARS1-201","Upregulated","1","ENSG00000031698","SARS1",1914,"protein_coding","protein_coding",11
"ENST00000234875","RPL22-201","Upregulated","1","ENSG00000116251","RPL22",2061,"protein_coding","protein_coding",4
"ENST00000235090","WDR77-201","Upregulated","1","ENSG00000116455","WDR77",2456,"protein_coding","protein_coding",10
"ENST00000235307","C1orf21-201","Downregulated","1","ENSG00000116667","C1orf21",10293,"protein_coding","protein_coding",6
"ENST00000235382","RGS2-201","Upregulated","1","ENSG00000116741","RGS2",1348,"protein_coding","protein_coding",5
"ENST00000235521","WARS2-201","Upregulated","1","ENSG00000116874","WARS2",2787,"protein_coding","protein_coding",6
"ENST00000235532","OSCP1-201","Upregulated","1","ENSG00000116885","OSCP1",1455,"protein_coding","protein_coding",10
"ENST00000235835","AKR7A2-201","Upregulated","1","ENSG00000053371","AKR7A2",1360,"protein_coding","protein_coding",7
"ENST00000236051","EBNA1BP2-201","Upregulated","1","ENSG00000117395","EBNA1BP2",1352,"protein_coding","protein_coding",9
"ENST00000236067","ATP6V0B-201","Upregulated","1","ENSG00000117410","ATP6V0B",944,"protein_coding","protein_coding",7
"ENST00000236273","SYF2-201","Downregulated","1","ENSG00000117614","SYF2",1757,"protein_coding","protein_coding",7
"ENST00000236342","DHDDS-201","Upregulated","1","ENSG00000117682","DHDDS",3288,"protein_coding","protein_coding",9
"ENST00000236671","CTSD-201","Downregulated","11","ENSG00000117984","CTSD",2055,"protein_coding","protein_coding",9
"ENST00000236957","EEF1B2-201","Upregulated","2","ENSG00000114942","EEF1B2",844,"protein_coding","protein_coding",7
"ENST00000236959","ATIC-201","Upregulated","2","ENSG00000138363","ATIC",1972,"protein_coding","protein_coding",16
"ENST00000237380","MED28-201","Upregulated","4","ENSG00000118579","MED28",10858,"protein_coding","protein_coding",4
"ENST00000237530","RPN2-201","Downregulated","20","ENSG00000118705","RPN2",2227,"protein_coding","protein_coding",17
"ENST00000237623","SPP1-201","Downregulated","4","ENSG00000118785","SPP1",1581,"protein_coding","protein_coding",6
"ENST00000237853","ELL2-201","Downregulated","5","ENSG00000118985","ELL2",5826,"protein_coding","protein_coding",12
"ENST00000237858","GLRX-201","Upregulated","5","ENSG00000173221","GLRX",932,"protein_coding","protein_coding",3
"ENST00000238091","ITGB1BP1-201","Downregulated","2","ENSG00000119185","ITGB1BP1",1772,"protein_coding","protein_coding",6
"ENST00000238609","IFI27L2-201","Downregulated","14","ENSG00000119632","IFI27L2",451,"protein_coding","protein_coding",4
"ENST00000238633","NPC2-201","Upregulated","14","ENSG00000119655","NPC2",796,"protein_coding","protein_coding",5
"ENST00000238667","FLVCR2-201","Downregulated","14","ENSG00000119686","FLVCR2",3629,"protein_coding","protein_coding",10
"ENST00000238688","SLIRP-201","Downregulated","14","ENSG00000119705","SLIRP",394,"protein_coding","protein_coding",4
"ENST00000238721","TP53I3-201","Downregulated","2","ENSG00000115129","TP53I3",1653,"protein_coding","protein_coding",5
"ENST00000238823","FAM98A-201","Downregulated","2","ENSG00000119812","FAM98A",2751,"protein_coding","protein_coding",8
"ENST00000238831","YIPF4-201","Downregulated","2","ENSG00000119820","YIPF4",11955,"protein_coding","protein_coding",6
"ENST00000238875","LGALSL-201","Downregulated","2","ENSG00000119862","LGALSL",3856,"protein_coding","protein_coding",5
"ENST00000238892","CRIPT-201","Downregulated","2","ENSG00000119878","CRIPT",6323,"protein_coding","protein_coding",5
"ENST00000238994","PPP1R3C-201","Downregulated","10","ENSG00000119938","PPP1R3C",2541,"protein_coding","protein_coding",2
"ENST00000239165","HOXB7-201","Upregulated","17","ENSG00000260027","HOXB7",1363,"protein_coding","protein_coding",2
"ENST00000239444","PCDHB8-201","Downregulated","5","ENSG00000120322","PCDHB8",2750,"protein_coding","protein_coding",1
"ENST00000239666","PDZD11-201","Upregulated","X","ENSG00000120509","PDZD11",991,"protein_coding","protein_coding",7
"ENST00000239878","UFM1-201","Upregulated","13","ENSG00000120686","UFM1",3168,"protein_coding","protein_coding",6
"ENST00000239891","ALG5-201","Upregulated","13","ENSG00000120697","ALG5",1219,"protein_coding","protein_coding",10
"ENST00000239940","PFN2-201","Downregulated","3","ENSG00000070087","PFN2",2047,"protein_coding","protein_coding",3
"ENST00000240055","NFYB-201","Downregulated","12","ENSG00000120837","NFYB",3424,"protein_coding","protein_coding",8
"ENST00000240100","DUSP4-201","Upregulated","8","ENSG00000120875","DUSP4",5553,"protein_coding","protein_coding",4
"ENST00000240185","TARDBP-201","Downregulated","1","ENSG00000120948","TARDBP",4185,"protein_coding","protein_coding",6
"ENST00000240285","RDH10-201","Upregulated","8","ENSG00000121039","RDH10",3959,"protein_coding","protein_coding",6
"ENST00000240304","LUC7L3-201","Downregulated","17","ENSG00000108848","LUC7L3",1972,"protein_coding","protein_coding",11
"ENST00000240651","PYROXD1-201","Downregulated","12","ENSG00000121350","PYROXD1",4075,"protein_coding","protein_coding",12
"ENST00000240731","ZNF211-201","Downregulated","19","ENSG00000121417","ZNF211",3773,"protein_coding","protein_coding",4
"ENST00000240922","NAA50-201","Downregulated","3","ENSG00000121579","NAA50",6112,"protein_coding","protein_coding",5
"ENST00000241051","DEPDC7-201","Downregulated","11","ENSG00000121690","DEPDC7",1741,"protein_coding","protein_coding",9
"ENST00000241052","CAT-201","Downregulated","11","ENSG00000121691","CAT",2291,"protein_coding","protein_coding",13
"ENST00000241261","TNFSF10-201","Downregulated","3","ENSG00000121858","TNFSF10",1876,"protein_coding","protein_coding",5
"ENST00000241337","GSTM2-201","Downregulated","1","ENSG00000213366","GSTM2",1166,"protein_coding","protein_coding",8
"ENST00000241463","RASL11A-201","Upregulated","13","ENSG00000122035","RASL11A",2542,"protein_coding","protein_coding",4
"ENST00000241502","FYTTD1-201","Downregulated","3","ENSG00000122068","FYTTD1",6733,"protein_coding","protein_coding",9
"ENST00000241600","MRPS2-201","Upregulated","9","ENSG00000122140","MRPS2",1458,"protein_coding","protein_coding",4
"ENST00000242209","FKBP9-201","Downregulated","7","ENSG00000122642","FKBP9",3424,"protein_coding","protein_coding",10
"ENST00000242275","SLC25A51-201","Downregulated","9","ENSG00000122696","SLC25A51",1171,"protein_coding","protein_coding",3
"ENST00000242351","ZC3HAV1-201","Downregulated","7","ENSG00000105939","ZC3HAV1",7177,"protein_coding","protein_coding",13
"ENST00000242465","SRGN-201","Downregulated","10","ENSG00000122862","SRGN",1217,"protein_coding","protein_coding",3
"ENST00000242776","DDX39A-201","Upregulated","19","ENSG00000123136","DDX39A",1498,"protein_coding","protein_coding",11
"ENST00000242827","EBPL-201","Upregulated","13","ENSG00000123179","EBPL",977,"protein_coding","protein_coding",4
"ENST00000243045","ORMDL2-201","Upregulated","12","ENSG00000123353","ORMDL2",2019,"protein_coding","protein_coding",4
"ENST00000243112","SMUG1-201","Upregulated","12","ENSG00000123415","SMUG1",627,"protein_coding","protein_coding",4
"ENST00000243189","RSRP1-201","Downregulated","1","ENSG00000117616","RSRP1",1425,"protein_coding","protein_coding",5
"ENST00000243440","BATF3-201","Upregulated","1","ENSG00000123685","BATF3",836,"protein_coding","protein_coding",3
