R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
ENSG00000201957 0 0 0 2 0 0
RNA5SP19 0 9 1 1 0 0
RN7SKP80 0 4 4 13 5 2
RNU6-290P 0 0 0 0 2 0
VTRNA1-2 79 33 64 11 15 4
RNU6-302P 0 0 0 1 2 0
RNU6-407P 0 0 0 2 0 0
RNU6-1327P 0 0 0 0 0 1
RNA5SP355 0 1 0 0 0 0
7SK 28 51 31 71 120 53
RNU6-737P 0 0 1 0 0 0
RNA5S16 4 1 1 2 2 0
RN7SKP69 1 0 0 0 0 0
RNA5SP37 0 1 0 0 0 0
SNORD6 0 0 0 0 2 0
RNU6-8 8 7 6 2 9 2
ENSG00000202343 0 3 1 2 0 3
RNU1-16P 0 1 0 3 1 0
RNY3 0 3 1 0 0 0
RNU6-652P 0 0 5 12 0 0
RN7SKP249 1 0 1 0 0 0
RN7SKP292 0 0 2 0 0 0
RNY3P13 1 0 0 0 0 0
RN7SKP269 0 1 0 1 0 0
RNU6-716P 0 0 0 1 0 0
RNA5SP151 2 1 2 2 0 0
RN7SKP230 0 0 0 1 0 0
VTRNA1-3 43 43 37 20 11 14
RNA5S7 3 3 3 3 3 0
RNA5S13 2 2 3 0 1 1
RNU6-395P 10 2 4 1 1 1
RNU4-2 0 0 0 45 61 28
MIR146B 0 0 0 0 1 0
ENSG00000203258 1 1 0 2 0 0
ENSG00000203262 2 0 0 0 1 0
ENSG00000203266 1 2 0 0 0 0
ENSG00000203279 76 95.99999 76.00001 28.99995 30.00001 18.00004
KIAA1671-AS1 4 5 7 0 0 0
TDRKH-AS1 240 198 237 251 100 150.00001
FAM78B-AS1 0 0 2 0 0 1
CARNMT1-AS1 52 50 43 65 36 52
ENSG00000203325 0 4 0 0 1 0
ZNF525 481 350.00001 388.00001 70 61 38.00001
ENSG00000203327 0 2 0 1 0 2
LINC01562 9 7 4 6 3 3
POLH-AS1 5 0 8 0 2 0
GPR160P1 0 0 0 1 0 0
ENSG00000203364 0 1 3 1 0 0
SNF8P1 2 3 2 5 0 2
ENSG00000203392 1 4 2 3 0 1
BTBD7P1 0 2 0 0 1 0
FAM32BP 1 1 1 0 0 0
ENSG00000203434 2 1 0 4 5 2
E2F3P2 0 0 0 0 1 1
SUGCT-AS1 4 1 4 0 0 0
ENSG00000203469 34 46 41 74 38 34
ENSG00000203472 14 9 5 5 4 3
INF2 978.99999 843 947.99999 2071 3404.99999 1676.99998
HMGB1P39 0 0 0 1 0 0
ENSG00000203496 0 1 1 0 0 0
PDCD4-AS1 69 77 76 42 20 51
IQANK1 180 160 167 138 118 101
RBMS3-AS2 0 2 0 1 2 0
TAS2R2 2 0 0 4 0 3
ENSG00000203546 233 231.00001 202 112 66 100.00001
ENSG00000203565 4 9 3 0 0 0
LINC02408 1 0 0 0 0 0
IGBP1-AS1 1 1 0 0 1 0
ENSG00000203593 5 3 2 0 0 0
LINC00970 0 0 2 0 0 2
RHOT1P2 0 0 0 0 1 0
GP1BB 0 2 0 0 0 0
ENSG00000203620 0 1 0 2 0 1
ENSG00000203635 37 17 12 4 1 3
ENSG00000203644 121 178 134 111 110 152
LINC00501 0 0 2 633.00001 471.00001 492
ENSG00000203647 0 0 0 6 0 0
LINC01285 723 706.99999 779 148.99999 68 98.99999
OR2L2 1 0 0 0 0 0
EFCAB2 528.00001 478 497.99999 286 170.00001 263.00001
COX20 6586 5785.99999 5924.00001 1710.00001 1407 1446.99999
CHML 140 91 89 46 71 33
IBA57-DT 2 3 6 2 8 0
LINC02487 2 2.99998 6 0 0 0
CAPN8 49.00001 58 48 489 406 481.00001
TATDN3 1222.00001 1292.99999 1258.00001 508.99999 317 454
SERTAD4-AS1 406.99999 340.00001 285 346 221.99999 272
MIR29B2CHG 15.00002 10.99998 21 31.00001 12 8
CR1 0 0 0 0 1.00002 0
LINC02901 153.99998 119 123.00001 61.00001 53 86
LINC00862 16.00001 24 5.99998 16 9 14
RAET1G 64 46 67 23 17 25
C1orf53 571 501 543 767 383 575
SAMD5 0 0 1 0 3 0
TEDDM1 0 0 4 0 0 0
ECT2L 5 6 0 7 3 0
PRDX6-AS1 20.99999 10 13 14 7 13
NTMT2 0 0 0 1 0 4
CENPW 2727 2003.99999 1882 1968.99999 1309.99999 1487.00001
MSTO2P 49 34 30 46 52 50
SPRN 0 0.99999 0.99999 0.99999 0 0
FAM229B 1213 1057.00001 1013.00001 950.00001 463 619.99999
FANK1 314.99999 279 271 134 161.99999 149.99999
LORICRIN 0 1 0 0 0 0
KPRP 0 0 1 0 0 0
EEF1AKMT2 530 569 484.00001 277 240 298.99999
DDO 28 23 35 29 28.00001 24.99999
CCDC162P 9 12 8 12 3 11
LINC00222 4 4 14 2 0 3
ADAMTSL4-AS1 4 2 6 5 2 7
PLPP4 10 8 4 8 4 0
POPDC1-AS1 0.99999 0 0 3 0 3
H3C14 10 25 17 12 5 6
H2BC18 13 36 30 11 13 0
H3C15 14 4 15 17 9 5
HSD3B2 0 1 0 0 0 0
LINC02868 2 1 3 0 0 0
ATP1A1-AS1 253 175.99999 191 207 118 114.99999
RBM20 0 1 2 0 0 0
C6orf163 11 6 3 10 9 2.99999
SNHG5 57530.99997 48956.99996 52940.00002 3785 2928.00003 3250
ADD3-AS1 8 8 9.00001 1 2 1
RIPPLY2 0 2 0 0 0 0
CHIAP2 0 0 0 2 0 0
GDI1 1535.99999 1535.00001 1439 1446.00001 2405.00001 1447
PCMTD2 642.99999 681.99999 823.99999 294.99998 231.00001 259
SOX18 2 3 0 1 0 1
LIME1 1 24 12.00001 1 20.00002 16
OOEP 23 25 27 254 157 216
KHDC3L 0 0 0 0 1 0
DPPA5 1 0 0 1 0 0
C1orf146 0 0 1 0 0 0
HSP90B3P 0 2 3 0 1 0
SPANXA2 1 2 0 9 0 4
LINC00632 39.99999 32 36.00001 1 1 0
SAMD13 29 42 43 34 14 27
RTL8A 6584.00001 6186.00001 6140 11292 6717.99999 11072.99999
CCDC160 19 9 21 2 1 1
C1orf141 0 0 0 0 1 0
EFCAB7 92.99999 76 74 73 35 64
LDLRAD1 2 4 3 27 14 30.00001
CACNA1B-AS2 3 0 0 0 0 0
RHOXF2B 0 1 0 0 0 0
ARRDC1-AS1 85.00001 117 90 93.99999 102.00001 103.00001
ZYG11A 56 47 32 200 113 104
LINC01270 52 68 48.00001 28.00001 27 34
ENSG00000204003 0 0 1 1 3 0
C1orf185 0 0 2 0 0 0
GLT6D1 0 0 0 0 0 1
IFIT1B 0 1 0 0 0 0
COL5A1-AS1 0 1 0 0 0 0
CT83 1091 1075 1056 2273 1162 1683
LIPK 4 7 3 1 0 1
LIPJ 1 3 0 0 0 0
SLC12A5-AS1 22 24 13 6 4 13
LRRC73 23 13 14 13 13 1
LINC00963 2144.99999 2031 1903 1837 1691.00002 1286.00002
IER5L-AS1 21 30 30 199 523 30
FOXO6 14 4 2 41 68 41
TCEAL5 0 0 0 1 0 0
SYS1 2144 2099.99999 2176.99999 2083.99999 1892.99999 2056.00001
TCEAL6 0 0 1 0 0 1
ARMCX7P 0 1 0 0 0 0
INPP5B 89 80 99 104 63 50
RPA4 0 1 2 1 0 0
TDRG1 6 3 6 0 3 8
NEU4 0 1 2 0 0 0
MAFB 0 0 0 5 4 2
TRAF3IP1 371 289.00001 318.99999 142.99999 166.00001 121.99999
LINC02520 3 0 1 0 0 0
CHIC1 86 69 77 71 67 67
ENSG00000204117 0 0 2 0 0 0
GIGYF2 1274 1138.99999 1192.00001 983.00003 1041.00001 725.00001
C2orf72 17 18 20 13 9 14
RUFY2 183 174.00001 159.99999 47 39 30
NHSL2 13 15 11 26 26 18
GGTA1 8 1 4 1 4 11
PHACTR4 745 688.00001 670 677.00001 981.00001 359
CLPSL1 3 1 9 6 1 1
ASAH2B 252.99999 253.99999 280 94.00001 46.00001 76
LINC00474 0 0 3 0 0 0
AGAP6 47.00001 67 50.00001 42 21 21
TIMM23B 108.00001 105 98 94 65 70
ZDHHC18 124 73 126 369.99999 589.99999 304
TMEM273 1 1 0 0 0 0
AGAP9 48 35 43 14 1 5
NPY4R 14 14 6 3 4 3
GPRIN2 81 49 49 38 53 37
SYT15 35 42 42.99999 99 32 36
MACO1 243.00001 185.99999 194.99999 158.00001 194.00001 149.99999
PTPN20 0 0 0 1.00002 1 3
GDF5-AS1 1 2 1 0 0 0
ZDBF2 47 40 36 1 3 3
RPL12P1 44 34 48 70 47 57
AWAT1 0 0 0 4 3 20
RPL12P16 41 35 19 111 58 83
DAXX 591.99999 544.99997 485.00001 583.99999 596.00004 520.00001
BMPR2 479 437 449 263 213 148
TCEA3 387.00001 378.00001 311.99999 409.99999 301.00001 349
PFDN6 1581.00001 1362 1466 1546 1040 1251
RING1 183 222 209.00001 289 332.99999 267.99999
HSD17B8 213.00001 294 230.00001 706 850 726.00001
RXRB 198.99999 237.00001 210 302.00001 429 278
OXLD1 1023 1107.00001 1152.99999 1307 1290 1297
LINC02731 6 6 6 0 0 0
COL11A2 4 4 9 6 0 0
HLA-DOA 2 1 3 0 0 0
HNRNPCP2 611 386 461 748 622 622
BRD2 1531.99999 1326 1315.00001 1603 1642 1142.00002
HLA-DMA 1467.99999 1223.00001 1312 932 593.99998 905.00002
PSMB8-AS1 444 458.99998 414 219.00001 117 187.99999
COL5A2 16 7 19 2.00001 2 3
PSMB8 4908.99999 4882.99999 4780.99999 9056 6194 8217
TAP2 689.00001 719.00001 624 409 269 337.99999
SPIN3 66 71 61 49 36.99999 46.99999
NBDY 8845 7871 7909 7684 4868.00001 6444.99999
LINC01993 2 0 0 1 1 0
PAGE3 0 0 0 1 0 0
LINC01973 2 0 0 0 0 0
HLA-DRA 527 427.00001 517 50 19 53
BTNL2 1 0 0 0 0 0
COL15A1 16 15 8 1 0 0
NOTCH4 4 2.99999 7.00001 5 2 1
PBX2 155 135 143 264 250 212
AGER 12 4 4 7 1 12
RNF5 789 975 788 1489 1351.99999 1590
AGPAT1 526 445.99999 413.00001 533 669.00001 469
PJVK 331 345.00001 365 15 19 4
PRRT1 7 5.00001 10 2 0 0
FKBPL 298 223.00001 214.99999 559.00001 568 514.00001
MRPL38 1905.99999 2310 1862.00001 3169.00001 3907 3588
SMIM5 0 2.99998 4 20.00001 23.99999 23
ERICH2 658.99999 703 694.00001 315 175 285.00001
SP5 5 11 7 1 3 3
WHR1 647 687.00001 681 779.99999 638.99999 818
BTBD17 1 0 0 0 0 0
DXO 381 341 377.99999 362 279 367
SKIC2 514.00001 411 404 830 1187.99999 695.00001
NELFE 1708 1835.99998 1561.00002 2615.99999 3094.00001 2813
LINC02783 4 0 5 27 20 18
ZBTB12 89 59 54 35 6 23
SDHD 6269.00001 5978 5803 4215.00001 2035 3543
EHMT2 532 415 418.00001 1145 1943.99999 951.00001
XAGE1A 68070 57720 59707.99999 18985 11087 14653
PKP4-AS1 1 1 1 1 3 5
LAYN 83.99999 102 94 37.00001 20.99999 29.00001
XAGE1B 67739.99999 57550.00001 58821.99999 18730.99999 10883 14319
SLC44A4 1 1 0 37 45 35
NEU1 1874 1724 1508.00001 1758 1342.00001 1938.99999
SNHG32 7601.99997 7996.00001 8143.99999 5251 3509.00001 4898.99998
HSPA1B 1511 1045 1137 492 448 267
HSPA1A 2182 1591 1741 699 896 679
HSPA1L 24 22 13 8 5 3
LSM2 2267.00001 2145 2161.99998 4930 3810.00001 3990
NOL4L-DT 3 1 1 0 1 0
VARS1 755 703 789 1501.99999 2761.99999 1423
VWA7 7 12 24 35.00001 79 31
CARD16 1216 927.99999 971 453 397.00001 539
MBD5 513 375 362.99999 280 172.99999 204.00001
MSH5 136 153 157 123.99999 116 110
MPIG6B 7 2 4 5 0 0
LY6G6C 1 1 1 3 5 8
ABHD16A 503.00001 472.99999 452 544.99999 550.99999 632
LY6G5C 75 66 54 19 13 5
POTEKP 5 9 3 1 2 0
CSNK2B 6846.99999 5959 5635.00001 12813.00001 11090 10432
GPANK1 786.00002 640.99998 663.00001 1103.99999 1068.00002 989.00001
C6orf47 181 208 148 125 213 135
NALF1 1 0 0 70 55 37
APOM 35 44 30 40 35 24
TRIM49C 0 0 0 1 0 0
BAG6 935.99997 811.99997 855.00002 1739.00001 2688 1696.00001
TMEM51-AS2 0 0 0 2 3 1
PRRC2A 739.99999 663 662 1013.99999 1299 691.99999
AIF1 0 1 0 0 0 0
NCR3 0 1 0 0 3 0
LST1 18 28 13 2 0 4
NFKBIL1 159.99999 197.00001 148 428 585 423.00001
PRAMEF15 0 0 0 0 0 1
MCCD1 0 1 2 8 5 1
ZNF814 2839 2405.99998 2467 1940.99999 1428 1523
MICB 61 47 52 196 148 157
ZNF551 425 318 358.99999 149 127 99.99999
MICA 478.00001 518 432 379.00001 300 394
ZNF805 153 162 177 34 34 30
HLA-C 6259.00001 6160 5946 10431.99999 8615 12421
PSORS1C3 0 0 0 3 0 1
GUCY2EP 0 0 0 1 0 0
POU5F1 1 6 2 18 7 5
ZSCAN5C 0 0 0 1 0 0
CCHCR1 204 107.99999 148.99999 478 450 449
PSORS1C2 0 0 2 0 0 0
CDSN 1 2 5 8 5 9
PSORS1C1 720.00001 572 637 141 104 138
C6orf15 1 0 1 0 0 1
MUC21 1 2 0 16 4 9
DHX16 308.99999 261 348.00001 341.00001 551 320
C6orf136 297.99999 285 267.00001 381.00001 349.99999 337.00001
MRPS18B 2827.00001 2685.00001 2712.00001 4184 3602 3871
PPP1R10 887 818.00001 778.99999 774 966.00001 620
KRTAP5-10 0 0 0 0 0 3
ABCF1 2455 1760.99999 1833.99999 2251.00001 2381.00001 1367
PRR3 412 293 319 457 283.00001 372.00001
LILRB3 1 6 3 2 8 3
DDR1 558.99998 491.99999 565.99999 948.99997 1342.99999 947.00002
ACOXL-AS1 1 2 1 0 0 0
LRCOL1 5 8 4 11 13 15
TAC4-AS1 5 5 1 27 10 13
LINC01123 329 244.00001 256 267.00001 245.99999 316
GNL1 573 647 581 778 1106 778
HLA-E 4568.99999 4342.00001 4555.99999 3832 3338 3641
DPRX 2 0 1 0 0 0
TRIM39 72 90.99999 84 91.99999 127.00001 73.99999
LINC01257 2 2 1 0 0 0
ZNF468 1073.00001 921 1039.00001 277.99999 164 275
TRIM15 1 0 0 62 74 63
ZNF616 473 429 464 35.00001 38 31
TRIM10 0 0 0 7 6 4
TRIM31 13 7 3 546 368.00001 446
RNF39 24 18 29 54 47 69
PPP1R11 1694 1722 1678 2153 1718 2512
ENSG00000204620 102 110 88 51 35 50
HLA-J 0 1 1 1 0 1
DISP3 9 5.00001 4 0 5 2.00001
HCG9 19 9 16.99999 6 1 6
RACK1 86735 83577.99999 75227.00001 162427.00001 105894.00003 135495.99999
HLA-G 17 6 4 6 6 9
TBC1D8 118.00001 92 101 191.99999 196 132.99999
ARPP19P2 0 0 1 0 0 0
HLA-F 429.00001 428 430 822.99998 536.00001 808
ZFP57 2 2 1 1 1 2
LINC02210 1 0 0 0 6 0
RPS26P8 0 1 0 2 1 0
MOG 0 0 1 0 0 0
OR2H2 2 0 0 0 0 0
CBY3 1 2 3 3 4 4
SPATA31J1 2 1 3 2 2.00002 3
ZNF473CR 6 2.00001 3 0 0 0
C9orf57 0 0 0 0 0 4
IL31 0 1 0 0 0 0
AKT1S1 807 685.00001 631.00001 881.00001 1051 986.99998
FAM153CP 1348 1239 1241.00002 2896 1654 2139.99999
GABBR1 22 30 28 0 0 0
MIR1915HG 66 89 92 27 19 10
ENSG00000204684 1 1 5 0 0 0
STARD7-AS1 67.00001 89.99999 123 39 67 64
OR14J1 0 0 0 0 0 2
MAMDC2-AS1 72.00001 52 37 24.99998 12 21
LINC01556 50 48 37 100 34 63
SPDYC 0 0 1 0 0 0
CFAP95 6 10 8 9 6 2
TRIM27 2119 1731 2032 1665 1330.99999 1540
MALRD1 3 5 2 2 0 3
ENSG00000204745 40 24 31 23 26 13
LINC01951 3 1 2 0 0 0
RPL26L1-AS1 46 35 39.99999 34 21 17
RANBP17 67.99999 66 66.99999 28 19.99999 15.99998
INSYN2B 0 1 0 1 0 0
IGKV1OR-3 5 5 4 0 0 0
ZNG1DP 36 23 44 34 9 22
IGKV1OR9-1 2 1 1 0 0 0
ZNF204P 1 1 0 0 0 0
ENSG00000204790 5 5 8 4 1 8
LINC01291 204 148 142 20 14 23
FGF7P7 3 0 0 0 0 0
FAM88C 61 63.00001 49 53 49 56.99999
ODAD4 81 83 67 93 103 98
MRPL53 6720.00001 5879 6059 7878 6225 5928
MROH6 32 32 38 280 568 196.99999
ATXN2 373.00001 344.99998 273.00001 428 560.99999 278
DCTN1 870.99998 718 731.00001 1062.00001 1519.99999 1005
PNMA8B 0 0 0 0 0 1
TCTN1 661.99999 650.00001 564.99999 399 263 335
FAM216A 692.00001 784 703.99998 785 429 711.00001
ZBTB48 167 144 146 417 325.99999 431
FAM201A 174 164 224 257 133 200
IGFL2 0 1 2 2 0 0
IGFL4 1 2 2 0 0 0
ENSG00000204876 27 22 13 33 13 36
GPR20 0 0 0 0 0.99999 0
KRTAP1-4 9 0 0 0 0 0
ENSG00000204894 28 41 38 0 0 0
MZT1 444 425 383 800 473 541
LINC01545 41.99999 31.99999 20 14 4 18.00001
SPINK9 0 0 0 0 0 1
LRRC3C 5 2 3 0 0 1
ZNF155 138.99999 158.99999 124.99999 37.00002 33.00001 30
UQCC3 2839 2765 2906 5055 4864.99999 4688
FBXO48 168 120 125 84.99999 51.99999 82
GRXCR2 0 0 0 0 1 1
LINC02934 98.99999 60 94 10 8 6
FAM221B 0 0 1 0 0 2
CD177P1 2 0 0 0 0 0
ATP6V0E2-AS1 41.00001 33 29 23.99999 11.00001 11.99999
CD177 102.99999 117 117.00001 1 2 1
PSG5 53.99999 41 63 36 17 33.99999
ZNF783 45 62 67 102 66 47
ZNF425 55 42 38 72 41 38
FAM83A-AS1 22 46 32.99999 10 16 7
LRRC10B 4 5 5 2 1 0
FBXO47 2 4 3 2 0 1
UQCC6 1021.99999 873 844 1148.00001 704.00001 796
PCDHGA1 34 23 20 9 5 7
ARHGEF34P 80 54 77 26 27 27
PCDHA9 19 6 2 6 4 2
PCDHA8 7 2 5 9 2 4
PCDHA7 167 133 132 2 1 4
PCDHA5 17 15 20 0 3 3
PCDHA4 64.00001 35.99999 41 44 66 47
PCDHA2 2 2.00001 7 2.00001 0 0
PCDHA1 154 96 92 3 0 1
ENSG00000204971 0 0 0 19 3 5
TRIM13 144 144.00001 159 308 181 215
PRSS3P4 0 0 1 0 0 0
PRSS1 46 31 63 0 1 1
ENSG00000204990 1 0 1 0 0 0
SPIRE2 131 87.00001 113.00001 147 150 137
AARD 0 2 1 0 0 0
LINC02138 0 0 0 0 1 0
ENSG00000205018 1 0 0 0 0 0
PABPN1L 0 0 0 0 1 0
ENSG00000205037 4 2 1 1 1 1
PKHD1L1 0 0 0 0 1 0
ENSG00000205041 2 1 0 4 4 0
SLFN12L 4 7 6 10 3 9
LINC01121 5 6 9 2 0 0
CLLU1-AS1 4 9 2 0 0 0
SLC35B4 503 453 419 168 133 105
LGALS7 0 2 0 41 43 42
SYCE1L 253 271 255 583 431.99999 478
TMEM231 210.00001 209.99999 213.99998 177.99998 111 136.00001
GARIN1A 11 14 11 5 20 9
LINC02898 0 0 0 1 0 0
CCNI2 11.00001 10 8 2 5 2
TMEM240 3 4 3 1 1 0
FRG2 1 0 0 0 0 0
HSP90AA4P 4 4 3 0 0 0
COX17P1 206 152 144 142 114 104
LINC02716 12 13 8 0 0 0
CDKL4 4 0 1 0 0 2
TMEM88B 7 6 3 1 1 0
CFAP96 363 298 281.99999 59.99999 45 21
TRIQK 693.00002 550.99998 548.00002 175 112 135.99998
SDHAF1 136 170 146 309 412 284
ARID3C 1 0 0 0 0 0
PSENEN 4124 3767.99999 4153.00001 5648.99999 4049.00001 4659.99999
C11orf91 3 4 3 1 0 1
LINC00654 33 26 20 37 19 17
ZBTB10 171 135 153 433.99999 444.99999 233
C4orf46 217 172.00001 135 141 77 122
SCGB2B2 12 25 15 4 1 2
LGR4 136 83.99999 90.99999 154 145.99999 124.99999
PSMB10 2511 2047.00001 2176.99999 6787.99999 5467.00001 6508
ENSG00000205236 18 16 24 10 12 21
SPDYE2 8 11 12 16.00001 7 5
E2F4 820.99999 867.99999 725.99999 1054.99999 1192.99998 1045
PDE7A 153 148 168 46 42 32
TMEM170B 1 1 0 13 17 11
TRBV20OR9-2 2 4 2 0 0 0
MUC12 69.00001 55 50 16 9 15
LINC01602 25 15 12 1 0 1
ENSG00000205300 11 8 14 0 0 0
SNX2 2586.99998 1740.00001 1825 1589.00001 989.99999 1543.99999
SAP25 3 0 3 0 1 2
NT5M 62.00001 60 73 27 42 39.00001
KRT17P4 0 1 0 3 1 5
GCNT2P1 2 0 0 0 0 0
SARNP 3071.00001 2845 2964.00001 1765.00001 1443.99999 1605.00002
GOLGA2P1 0 1 0 1 0 0
LINC01460 148.99998 142.00001 152 42.99999 41 31
ADGRG1 2110.99999 2408.99999 2312.99999 1633.00003 1643.00001 1368.00001
IPO7 1098 925 1070 802 646 564
PRR13 11616 11280.00001 10544.99999 16310 12207.00001 15524.00001
TECPR1 271 216 283.00001 217.99999 460.00001 187
MT1H 8 9 5 2 4 4
MT1CP 2 2 1 1 0 1
MT1DP 10 8 10 5 3 1
MT1A 1831 1545 1453 2588.00001 2145 1881
MT1M 413 348 333 1 1 1
CFI 575.99999 460.99999 546.00002 802.00001 633 819.99999
HNRNPA1P20 1 0 0 0 0 0
SAMD9 650 539 570 147 212 194
KRT6A 19 24 25 30 9 20
CNEP1R1 308.00001 328.99999 260.99999 130.99999 88 145.99999
PCBP3-AS1 0 0 0 0 0 2
KRT81 489 483 457 369 257 219
EXOC3L4 54 92.00001 85 7.99998 4.00001 11.99999
KU-MEL-3 0 4 1 2 0 0
KRTAP10-2 0 0 0 1 0 0
ATP6AP1L 40 33 35 18 7 14
CCDC85C 216 177 223 265 402 203
SPDYE18 17 15 12 9 16 9
CALML3-AS1 2 7 6 3 1 3
MAPRE3-AS1 0 1 1 0 3 1
C2CD4B 1 1 1 0 0 0
RGL3 121.00001 130.99999 99 404.99998 502.99999 389
NAP1L4 1957 1828.00001 1712.00001 933.00001 695 683.00001
SMG1P2 6 13 5 5 6 6
ENSG00000205537 0 1 0 0 0 1
TMSB4X 327281 259633.00002 254162 126342.99999 85722 92206
TMEM256 11276 10723 10272 13193.00001 8706 9984.00001
LINC03041 0 5 7 7 0 3
CHKB-DT 207 183 194 180 117 110
CPT1B 21.99998 19 19.00007 15 9 9.99995999999999
FLRT2-AS1 93.00001 99 96 0 0 0
SMN2 1608 1496 1453.99998 1276.00001 641 1138
SERF1B 1372 1217.99999 1226.00001 1262 708 811
POM121B 2 3 5 0 5 2
DYNLL1P1 11 8 10 4 1 5
HMGN1 4624 5322.00003 4096.99999 3973 3632.00001 3601.99999
STAG3L1 1 0 0 0 0 0
DENND6B 121 140 157 205.99999 263.00001 216
EIF3CL 5355 4875.00001 4802 4138 4986 3489
LINC01597 1 0 0 60.99999 40 62
ETS2-AS1 6 20 13 1.99999 3 0
LINC01446 0 0 0 35.99999 28 35
LCMT1 1737 1636 1642.99999 1945.00001 1609 1743
LINC00898 2 2 1 0 0 0
MFSD2B 186.99999 197 234 714 1135.00001 556
CDPF1 322.99998 354 315.99999 333.00001 230 285.99999
ENSG00000205644 3 0 0 0 1 0
LIN52 229 230.00001 215 211.00001 140.99999 132
ARSH 6 8 15 4 4 12
ACOT6 9 10 6 2 1 0
SMIM11 824 805.00002 789 435 256 334.00003
DPF3 32.99999 27.00001 25 3 0 0
MANSC4 0 1 0 1 3 2
ENSG00000205695 1 0 0 0 0 0
CYP2D7 3 5 3 4 6.99999 6
SMIM45 37.99999 37 27 22.99999 28 12
ETFRF1 804 645.00001 687.00001 1013.99999 598.00001 815.99999
C17orf107 10 14 12 7 12 10
ITSN1 350 301 296.99999 333.99999 242 207
ITPRIPL2 1465 1255 1418 645 504 347
ENSG00000205740 1 3 10 0 0 3
DENND1C 157.99999 138.00002 160 193 173 129
PKD1P4 0 0 1 3 0 0
SLCO1B7 0 0 0 0 0 1
CRLF2 38 48 52 39 23 48
CRYZL1 697.00002 714.00001 726.99999 518.99999 348.99998 480
RP9P 1 0 0 0 5 0
RIMOC1 1166.00001 668 909 288 192 187
RPL31P5 3 0 0 1 0 0
CATSPER2P1 0 1 0 0 0 0
ARRDC5 4 0.99999 1.99999 0.99999 0 0
LINC01531 0 0 2 0 0 0
DPP9-AS1 6 1 2 0 2 2
LOH12CR2 60 31 43 70 58 66
CYS1 9 7 3 0 0 0
PLPP6 80 112 109 74 67 72
KLRC2 4 0 6 16 7 16
KLRC3 66 34 70 44 29 36
ENSG00000205830 0 0 1 0 0 1
C16orf96 5 1 0 2 4 3
GMNC 0 0 1 0 0 0
TTC23L 13 21 18 9 2 7
RFPL3S 7 6 5 4 3 4
C22orf42 2 0 1 0 0 0
NANOGNB 0 0 0 0 3 0
PCOTH 75 53 46.00001 37 20 34
C1QTNF9B 44 51 47 0 0 1
KRTAP5-6 2 5 0 0 0 0
KRTAP5-2 0 0 1 1 0 0
KRTAP5-1 2 0 0 2 0 0
RPS3AP47 264 187 255 450 587 313
FAM90A2P 0 0 0 2 0 1
DEFB134 0 1 0 0 0 0
C1RL-AS1 19 27 17 31 48 12
ENSG00000205890 6 1 2 2 0 1
ZNF316 323.99999 249.99999 277 325.99999 402.00001 228
SRRM2-AS1 117 126 104.99999 29.00001 25.00001 17.99999
PDPK2P 0 2 2 0 0 0
ONECUT3 0 1 0 0 0 1
CEMP1 0 2 1 0 1 0
OLIG2 0 0 0 0 4 0
EPCIP 2 2 2 2 0 0
EPCIP-AS1 28 29 31.00001 9 4 8
RNPS1 2776 3073 2801.99999 2447 2094.99999 2330
HSP90AB2P 4 1 2 6 3 2
HSP90AA5P 0 2 1 0 0 0
ENSG00000205959 0 0 2 0 0 0
NYNRIN 16 6 15 28 42 29
DNAJC19 5648.00001 4889 4853 4362 2535.99999 3252
IFITM5 3 1 1 0 0 0
ENSG00000206028 10 1 7 1 2 1
C18orf63 0 0 1 0 0 0
JPT2 2810 2784.99999 2660 2227.00001 1952.99999 1936.00001
SERPINB11 0 1 2 0 0 0
SERPINB4 918 654 747 7 2 5
SERPINB5 699 621 629 61 35 68
ZDHHC11B 5 7 8 4 8 2
CFAP99 4 1 0 8 5 6
GOLGA8O 5 0 1 1 0 1
TMEM191C 93.00002 91 99.99999 75.99999 48.99999 57.99999
RPL23AP57 7 19 16 32 36 24
HERC2P9 0 0 0 1 0 0
HBA1 4 0 0 1 3 0
HBZP1 1 0 0 0 0 0
LINC02346 2 0 0 2 0 0
ATP10A 166 118 110.99999 118.99999 125.99999 85
DUXAP8 1432.99998 1360.00002 1478.00004 721 514.99999 549.99999
ANKUB1 113 108 96 24 20 26
HNRNPA1P4 25 16 20 37 59 24
ENSG00000206249 5 0 4 0 0 0
PRR23A 0 2 0 0 0 0
FOXL2NB 13 9 4 0 0 0
HCP5 318 290.00001 320 305 214.99999 315
HLA-H 22 15 28 153 154 160
HCG27 31 26 6 13 17 6
H1-10-AS1 68 53.99999 43 103 106 128
RAB12 97 67 62 80 83 67
PPIAP30 4 3 1 0 2 0
HLA-A 21384.99999 19993.00001 20498 13721.99999 13765.00001 16647.99999
HACD2 430 390 404 202 187 142
CFAP44 27 16 14 5 8 5
CD200R1L 1 0 0 6 3 1
LNP1 100 88 63 40 18 35
VGLL3 0 2 1 43 29 17
ENSG00000206549 4 0 10 1 0 3
KRBOX1-AS1 1 0 0 0 0 0
ZCWPW2 29 22.00001 22 13 6.99999 7
ANKRD28 530.00001 450 474 221.99999 221 134
COLQ 2 2 2 8 1 2
METTL6 1120.00001 1225.00001 1158 468.00002 223 321
